DEP	AR	CT	COM	LEG	JO	EFF	DTR	MOD	C-LOFF	C-LANC	NBCOM	RANGCOM	COMECH	POPECH	SUECH	DEPANC	ARRANC	CTANC	TNCCOFF	NCCOFF	TNCCANC	NCCANC
01			003	A07-12-1982		01-01-1983	01-01-1983	35					01165						1	Amareins		
01			003	A16-07-1973	19-08-1973	01-01-1974	01-01-1974	33					01165						1	Amareins		
01	1	01	004	D25-03-1955	30-03-1955	31-03-1955	31-03-1955	10											1	Ambérieu-en-Bugey	1	Ambérieu
01	4	23	014	D17-12-1996	24-12-1996	01-01-1997	01-01-1997	61					01283	0	0				1	Arbent		
01	4	23	014	D17-12-1996	24-12-1996	01-01-1997	01-01-1997	63					01283	0	0				1	Arbent		
01			018	A09-12-1970	29-12-1970	01-01-1971	01-01-1971	31					01033						1	Arlod		
01			020	A11-05-1964	03-06-1964	04-06-1964	04-06-1964	31					01125						1	Arnans		
01	2	42	021	D12-10-1956	18-10-1956	19-10-1956	19-10-1956	10											1	Ars-sur-Formans	1	Ars
01	2	21	024	D09-09-1996	14-09-1996	15-09-1996	15-09-1996	63					01451	0	1				1	Attignat		
01	4	41	031	D14-08-1957	21-08-1957	22-08-1957	22-08-1957	10											0	Bellignat	0	Bélignat
01	4	03	033	A09-12-1970	29-12-1970	01-01-1971	01-01-1971	32			1	1	01018						0	Bellegarde-sur-Valserine		
01	4	03	033	D21-03-1966	22-03-1966	23-03-1966	23-03-1966	32			1	1	01126						0	Bellegarde-sur-Valserine		
01	4	03	033	D12-10-1956	18-10-1956	19-10-1956	19-10-1956	10											0	Bellegarde-sur-Valserine	0	Bellegarde
01	1	09	036	A03-11-1997		01-12-1997	01-12-1997	36					01226						0	Belmont-Luthézieu		
01	1	09	036	D17-10-1974	27-10-1974	01-11-1974	01-11-1974	11											0	Belmont-Luthézieu	0	Belmont
01	1	09	036	D17-10-1974	27-10-1974	01-11-1974	01-11-1974	34			1	1	01226						0	Belmont-Luthézieu		
01			048	A23-12-1999		01-01-2000	01-01-2000	35					01245						0	Bohas		
01			048	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	33					01245						0	Bohas		
01	2	99	053	D25-03-1955	30-03-1955	31-03-1955	31-03-1955	10											0	Bourg-en-Bresse	0	Bourg
01			055	A29-12-1972	16-02-1973	01-01-1973	01-01-1973	31					01283						0	Bouvent		
01	1	04	058	D22-11-2007	24-11-2007	25-11-2007	25-11-2007	61					38022	0	41				0	Brégnier-Cordon		
01	1	04	058	D22-11-2007	24-11-2007	25-11-2007	25-11-2007	63					38022	0	36				0	Brégnier-Cordon		
01	2	25	069	A21-01-2013		01-02-2013	01-02-2013	61					01422	0	0				0	Certines		
01	2	25	069	A21-01-2013		01-02-2013	01-02-2013	63					01422	0	0				0	Certines		
01			070	A08-07-1996		01-08-1996	01-08-1996	35					01165						0	Cesseins		
01			070	A16-07-1973	19-08-1973	01-01-1974	01-01-1974	33					01165						0	Cesseins		
01	4	24	077	D07-07-2006	08-07-2006	09-07-2006	09-07-2006	10											0	Challes-la-Montagne	0	Challes
01	1	09	079	A23-12-1996		01-01-1997	01-01-1997	36					01287						0	Champagne-en-Valromey		
01	1	09	079	A23-12-1996		01-01-1997	01-01-1997	36					01217						0	Champagne-en-Valromey		
01	1	09	079	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	34			2	1	01217						0	Champagne-en-Valromey		
01	1	09	079	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	34			2	2	01287						0	Champagne-en-Valromey		
01	1	09	079	D12-10-1956	18-10-1956	19-10-1956	19-10-1956	10											0	Champagne-en-Valromey	0	Champagne
01			086	A11-01-1994		01-02-1994	01-02-1994	35					01414						0	Charancin		
01			086	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	33					01414						0	Charancin		
01	2	19	088	D14-03-1991	20-03-1991	21-03-1991	21-03-1991	10											0	Charnoz-sur-Ain	0	Charnoz
01	4	03	091	A29-01-1985		01-02-1985	01-02-1985	36					01458						0	Châtillon-en-Michaille		
01	4	03	091	A29-01-1985		01-02-1985	01-02-1985	36					01278						0	Châtillon-en-Michaille		
01	4	03	091	A22-10-1973	16-11-1973	01-11-1973	01-11-1973	11											0	Châtillon-en-Michaille	0	Châtillon-de-Michaille
01	4	03	091	A22-10-1973	16-11-1973	01-11-1973	01-11-1973	34			2	1	01278						0	Châtillon-en-Michaille		
01	4	03	091	A22-10-1973	16-11-1973	01-11-1973	01-11-1973	34			2	2	01458						0	Châtillon-en-Michaille		
01	3	12	104	D24-08-1962	26-08-1962	27-08-1962	27-08-1962	11											0	Chézery-Forens	0	Chézery
01	3	12	104	D24-08-1962	26-08-1962	27-08-1962	27-08-1962	32			1	1	01164						0	Chézery-Forens		
01			120	A29-12-1972	09-02-1973	01-01-1973	01-01-1973	33					01262						0	Cordieux		
01	2	33	125	A11-05-1964	03-06-1964	04-06-1964	04-06-1964	32			1	1	01020						0	Corveissiat		
01	2	33	125	A30-07-1943		01-08-1943	01-08-1943	32			1	1	01377						0	Corveissiat		
01			126	D21-03-1966	22-03-1966	23-03-1966	23-03-1966	31					01033						0	Coupy		
01			131	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	31					01189						0	Craz		
01			137	A28-11-1972	10-01-1973	01-12-1972	01-12-1972	33					01426						0	Cuisiat		
01	3	14	143	A08-02-1965	28-02-1965	15-02-1965	15-02-1965	32			1	1	01438						0	Divonne-les-Bains		
01	2	25	145	D07-09-1954	10-09-1954	11-09-1954	11-09-1954	10											0	Dompierre-sur-Veyle	0	Dompierre
01			161	A11-01-1994		01-02-1994	01-02-1994	35					01414						0	Fitignieu		
01			161	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	33					01414						0	Fitignieu		
01			164	D24-08-1962	26-08-1962	27-08-1962	27-08-1962	31					01104						0	Forens		
01	2	30	165	D30-11-1998	08-12-1998	09-12-1998	09-12-1998	10											0	Francheleins	1	Amareins-Francheleins-Cesseins
01	2	30	165	A08-07-1996		01-08-1996	01-08-1996	36					01070						1	Amareins-Francheleins-Cesseins		
01	2	30	165	A07-12-1982		01-01-1983	01-01-1983	36					01003						1	Amareins-Francheleins-Cesseins		
01	2	30	165	A16-07-1973	19-08-1973	01-01-1974	01-01-1974	11											1	Amareins-Francheleins-Cesseins	0	Francheleins
01	2	30	165	A16-07-1973	19-08-1973	01-01-1974	01-01-1974	34			2	1	01003						1	Amareins-Francheleins-Cesseins		
01	2	30	165	A16-07-1973	19-08-1973	01-01-1974	01-01-1974	34			2	2	01070						1	Amareins-Francheleins-Cesseins		
01	4	22	170	D03-10-2008	05-10-2008	06-10-2008	06-10-2008	10											0	Béard-Géovreissiat	0	Géovreissiat
01	4	41	171	A18-12-2006		01-01-2007	01-01-2007	61					01283	0	19				0	Géovreisset		
01			178	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	31					01240						0	Granges		
01	2	07	184	A09-07-1997		01-08-1997	01-08-1997	36					01327						1	Hautecourt-Romanèche		
01	2	07	184	A26-12-1972	28-01-1973	01-01-1973	01-01-1973	11											1	Hautecourt-Romanèche	1	Hautecourt
01	2	07	184	A26-12-1972	28-01-1973	01-01-1973	01-01-1973	34			1	1	01327						1	Hautecourt-Romanèche		
01	1	15	185	A29-07-1964	21-08-1964	01-09-1964	01-09-1964	32			2	1	01201						1	Hauteville-Lompnes		
01	1	15	185	A29-07-1964	21-08-1964	01-09-1964	01-09-1964	32			2	2	01222						1	Hauteville-Lompnes		
01	1	15	185	D16-07-1942	31-07-1942	01-08-1942	01-08-1942	11											1	Hauteville-Lompnes	1	Hauteville
01	1	15	185	D16-07-1942	31-07-1942	01-08-1942	01-08-1942	31					01459						1	Hauteville-Lompnes		
01	1	28	186	D10-08-2007	14-08-2007	15-08-2007	15-08-2007	10											1	Hostiaz	1	Hostias
01	4	03	189	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	11											1	Injoux-Génissiat	1	Injoux
01	4	03	189	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	32			1	1	01131						1	Injoux-Génissiat		
01			201	A29-07-1964	21-08-1964	01-09-1964	01-09-1964	31					01185						0	Lacoux		
01	1	17	202	A10-01-1965	04-03-1965	10-01-1965	10-01-1965	32			1	1	01315						0	Lagnieu		
01			217	A23-12-1996		01-01-1997	01-01-1997	35					01079						0	Lilignod		
01			217	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	33					01079						0	Lilignod		
01			220	D16-07-1942	31-07-1942	01-08-1942	01-08-1942	31					01459						0	Lompnes		
01			222	A29-07-1964	21-08-1964	01-09-1964	01-09-1964	31					01185						0	Longecombe		
01			223	A21-12-1994		01-01-1995	01-01-1995	35					01450						0	Loyes		
01			223	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	33					01450						0	Loyes		
01			226	A03-11-1997		01-12-1997	01-12-1997	35					01036						0	Luthézieu		
01			226	D17-10-1974	27-10-1974	01-11-1974	01-11-1974	33					01036						0	Luthézieu		
01	4	16	240	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	11											0	Matafelon-Granges	0	Matafelon
01	4	16	240	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	32			1	1	01178						0	Matafelon-Granges		
01	2	30	243	D29-12-1982	13-01-1983	14-01-1983	14-01-1983	10											0	Messimy-sur-Saône	0	Messimy
01	2	07	245	A23-12-1999		01-01-2000	01-01-2000	36					01048						0	Bohas-Meyriat-Rignat		
01	2	07	245	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	11											0	Bohas-Meyriat-Rignat	0	Meyriat
01	2	07	245	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	34			2	1	01048						0	Bohas-Meyriat-Rignat		
01	2	07	245	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	34			2	2	01324						0	Bohas-Meyriat-Rignat		
01			251	A23-12-1974	14-01-1975	01-01-1975	01-01-1975	31					01313						0	Moëns		
01			253	A21-12-1994		01-01-1995	01-01-1995	35					01450						0	Mollon		
01			253	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	33					01450						0	Mollon		
01	2	20	262	A29-12-1972	09-02-1973	01-01-1973	01-01-1973	34			1	1	01120						0	Montluel		
01	2	32	263	D10-05-1962	15-05-1962	16-05-1962	16-05-1962	10											0	Montmerle-sur-Saône	0	Montmerle
01	4	22	265	D31-12-1979	09-01-1980	31-12-1979	31-12-1979	10											0	Montréal-la-Cluse	0	Montréal
01	2	21	266	D25-01-1955	28-01-1955	29-01-1955	29-01-1955	10											0	Montrevel-en-Bresse	0	Montrevel
01	4	16	267	A14-02-1973	09-03-1973	01-03-1973	01-03-1973	11											0	Nurieux-Volognat	0	Mornay
01	4	16	267	A14-02-1973	09-03-1973	01-03-1973	01-03-1973	32			1	1	01455						0	Nurieux-Volognat		
01			270	A08-08-1973	13-09-1973	01-01-1974	01-01-1974	31					01410						0	Napt		
01			278	A29-01-1985		01-02-1985	01-02-1985	35					01091						1	Ochiaz		
01			278	A22-10-1973	16-11-1973	01-11-1973	01-11-1973	33					01091						1	Ochiaz		
01	4	98	283	A18-12-2006		01-01-2007	01-01-2007	63					01171	0	19				1	Oyonnax		
01	4	98	283	D17-12-1996	24-12-1996	01-01-1997	01-01-1997	61					01014	0	0				1	Oyonnax		
01	4	98	283	D17-12-1996	24-12-1996	01-01-1997	01-01-1997	63					01014	0	0				1	Oyonnax		
01	4	98	283	A29-12-1972	16-02-1973	01-01-1973	01-01-1973	32			1	1	01055						1	Oyonnax		
01	4	98	283	A29-12-1972	16-02-1973	01-01-1973	01-01-1973	34			1	1	01440						1	Oyonnax		
01			287	A23-12-1996		01-01-1997	01-01-1997	35					01079						0	Passin		
01			287	A22-12-1972	28-01-1973	01-01-1973	01-01-1973	33					01079						0	Passin		
01	2	32	295	D17-05-1947	20-05-1947	21-05-1947	21-05-1947	10											0	Peyzieux-sur-Saône	0	Peyzieux
01	3	13	313	A23-12-1974	14-01-1975	01-01-1975	01-01-1975	11											0	Prévessin-Moëns	0	Prévessin
01	3	13	313	A23-12-1974	14-01-1975	01-01-1975	01-01-1975	32			1	1	01251						0	Prévessin-Moëns		
01			315	A10-01-1965	04-03-1965	10-01-1965	10-01-1965	31					01202						0	Proulieu		
01			324	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	33					01245						0	Rignat		
01			327	A09-07-1997		01-08-1997	01-08-1997	35					01184						0	Romanèche		
01			327	A26-12-1972	28-01-1973	01-01-1973	01-01-1973	33					01184						0	Romanèche		
01	2	02	370	D17-12-1958	18-12-1958	19-12-1958	19-12-1958	10											0	Saint-Laurent-sur-Saône	0	Saint-Laurent
01			377	A30-07-1943		01-08-1943	01-08-1943	31					01125						0	Saint-Maurice-d'Échazeaux		
01	1	28	384	D12-10-1956	18-10-1956	19-10-1956	19-10-1956	10											0	Saint-Rambert-en-Bugey	0	Saint-Rambert
01	1	18	403	D25-03-1955	30-03-1955	31-03-1955	31-03-1955	10											0	Serrières-de-Briord	0	Serrières
01	2	07	408	D08-06-1994	12-06-1994	13-06-1994	13-06-1994	10											0	Simandre-sur-Suran	0	Simandre
01	4	16	410	A08-08-1973	13-09-1973	01-01-1974	01-01-1974	32			1	1	01270						0	Sonthonnax-la-Montagne		
01	1	09	414	A11-01-1994		01-02-1994	01-02-1994	36					01161						0	Sutrieu		
01	1	09	414	A11-01-1994		01-02-1994	01-02-1994	36					01086						0	Sutrieu		
01	1	09	414	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	34			2	1	01086						0	Sutrieu		
01	1	09	414	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	34			2	2	01161						0	Sutrieu		
01	2	25	422	A21-01-2013		01-02-2013	01-02-2013	63					01069	0	0				0	Tossiat		
01	2	25	422	A21-01-2013		01-02-2013	01-02-2013	61					01069	0	0				0	Tossiat		
01	2	33	426	A28-11-1972	10-01-1973	01-12-1972	01-12-1972	11											0	Treffort-Cuisiat	0	Treffort
01	2	33	426	A28-11-1972	10-01-1973	01-12-1972	01-12-1972	34			1	1	01137						0	Treffort-Cuisiat		
01			438	A08-02-1965	28-02-1965	15-02-1965	15-02-1965	31					01143						0	Vésenex-Crassy		
01			440	A29-12-1972	16-02-1973	01-01-1973	01-01-1973	33					01283						0	Veyziat		
01	2	35	443	D12-10-1956	18-10-1956	19-10-1956	19-10-1956	10											0	Villars-les-Dombes	0	Villars
01	2	08	449	D14-03-1991	20-03-1991	21-03-1991	21-03-1991	10											0	Villette-sur-Ain	0	Villette
01	2	19	450	A21-12-1994		01-01-1995	01-01-1995	36					01223						0	Villieu-Loyes-Mollon		
01	2	19	450	A21-12-1994		01-01-1995	01-01-1995	36					01253						0	Villieu-Loyes-Mollon		
01	2	19	450	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	11											0	Villieu-Loyes-Mollon	0	Villieu
01	2	19	450	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	34			2	1	01223						0	Villieu-Loyes-Mollon		
01	2	19	450	A28-12-1973	06-02-1974	01-01-1974	01-01-1974	34			2	2	01253						0	Villieu-Loyes-Mollon		
01	2	43	451	D09-09-1996	14-09-1996	15-09-1996	15-09-1996	61					01024	0	1				0	Viriat		
01			455	A14-02-1973	09-03-1973	01-03-1973	01-03-1973	31					01267						0	Volognat		
01			458	A29-01-1985		01-02-1985	01-02-1985	35					01091						0	Vouvray		
01			458	A22-10-1973	16-11-1973	01-11-1973	01-11-1973	33					01091						0	Vouvray		
01			459	D16-07-1942	31-07-1942	01-08-1942	01-08-1942	32			2	1	01185						0	Hauteville-Lompnés		
01			459	D16-07-1942	31-07-1942	01-08-1942	01-08-1942	32			2	2	01220						0	Hauteville-Lompnés		
02	4	32	008	A24-02-1971	16-03-1971	25-02-1971	25-02-1971	11											1	Aizy-Jouy	1	Aizy
02	4	32	008	A24-02-1971	16-03-1971	25-02-1971	25-02-1971	32			1	1	02394						1	Aizy-Jouy		
02	4	24	022	A21-12-1972	23-01-1973	01-01-1973	01-01-1973	32			1	1	02113						1	Arcy-Sainte-Restitue		
02	2	38	028	D13-02-1997	16-02-1997	17-02-1997	17-02-1997	61					02408	0	13				1	Athies-sous-Laon		
02	2	38	028	D13-02-1997	16-02-1997	17-02-1997	17-02-1997	62					02408	4	22				1	Athies-sous-Laon		
02	3	29	032	D11-06-1979	14-06-1979	15-06-1979	15-06-1979	10											1	Aubigny-aux-Kaisnes	1	Aubigny
02	3	29	032					10											1	Aubigny	1	Aubigny-aux-Kaisnes
02			045	A07-12-1970	06-01-1971	01-01-1971	01-01-1971	31					02439						0	Barbonval		
02	5	23	050	D20-02-1956	23-02-1956	24-02-1956	24-02-1956	10											0	Barzy-en-Thiérache	0	Barzy
02	3	33	060	D19-06-1961	21-06-1961	22-06-1961	22-06-1961	10											0	Beauvois-en-Vermandois	0	Beauvois
02			092	A29-11-1968	05-02-1969	01-01-1969	01-01-1969	31					02093						0	Blérancourdelle		
02	2	11	093	A29-11-1968	05-02-1969	01-01-1969	01-01-1969	32			1	1	02092						0	Blérancourt		
02	3	03	095	D01-06-1956	07-06-1956	08-06-1956	08-06-1956	10											0	Bohain-en-Vermandois	0	Bohain
02	2	12	102					10											0	Bouconville-Vauclair	0	Bouconville-Vauclerc
02			113	A21-12-1972	23-01-1973	01-01-1973	01-01-1973	31					02022						0	Branges		
02	5	34	116	D20-02-1956	23-02-1956	24-02-1956	24-02-1956	10											0	Braye-en-Thiérache	0	Braye
02	3	20	124	A20-02-1965	05-03-1965	25-02-1965	25-02-1965	11											0	Brissy-Hamégicourt	0	Brissy
02	3	20	124	A20-02-1965	05-03-1965	25-02-1965	25-02-1965	32			1	1	02365						0	Brissy-Hamégicourt		
02	1	15	127	D20-02-1956	23-02-1956	24-02-1956	24-02-1956	10											0	Bruyères-sur-Fère	0	Bruyères
02	2	11	140	A15-06-1971	16-07-1971	01-07-1971	01-07-1971	11											0	Camelin	0	Camelin-et-le-Fresne
02	2	11	140	A15-06-1971	16-07-1971	01-07-1971	01-07-1971	32			1	1	02436						0	Camelin		
02	1	10	147	D22-11-2013	24-11-2013	25-11-2013	25-11-2013	61					02777	0	7				3	Celle-sous-Montmirail		
02	1	10	147	D22-11-2013	24-11-2013	25-11-2013	25-11-2013	63					02777	0	6				3	Celle-sous-Montmirail		
02	1	07	163	D07-07-2006	08-07-2006	09-07-2006	09-07-2006	10											0	Charly-sur-Marne	0	Charly
02	1	10	166	A10-11-1977	07-12-1977	01-01-1978	01-01-1978	21					02524						0	Chartèves		
02	1	10	166	A06-09-1974	03-10-1974	01-10-1974	01-10-1974	33					02524						0	Chartèves		
02	2	26	200	D01-06-1956	07-06-1956	08-06-1956	08-06-1956	10											0	Clermont-les-Fermes	0	Clermont
02			202	A07-12-1970	06-01-1971	01-01-1971	01-01-1971	31					02220						0	Cohan		
02	1	15	220	A07-12-1970	06-01-1971	01-01-1971	01-01-1971	11											0	Coulonges-Cohan	0	Coulonges-en-Tardenois
02	1	15	220	A07-12-1970	06-01-1971	01-01-1971	01-01-1971	32			1	1	02202						0	Coulonges-Cohan		
02	1	15	220	D01-06-1956	07-06-1956	08-06-1956	08-06-1956	10											0	Coulonges-en-Tardenois	0	Coulonges
02	4	04	224	D01-04-1939	01-04-1939	01-01-2009	01-01-2009	10											0	Courcelles-sur-Vesle	0	Courcelles-sur-Vesles
02	3	03	240	D22-03-2011	24-03-2011	25-03-2011	25-03-2011	10											0	Croix-Fonsomme	0	Croix-Fonsommes
02	1	07	242	D09-03-1973	15-03-1973	16-03-1973	16-03-1973	10											0	Crouttes-sur-Marne	0	Crouttes
02			247	A29-12-1976	21-01-1977	31-12-1976	31-12-1976	31					02580						0	Cugny-lès-Crouttes		
02			285	D28-08-1973	31-08-1973	01-09-1973	01-09-1973	33					59545						1	Escaufourt		
02	3	03	293	A18-02-2000		01-03-2000	01-03-2000	60					02703	31	1				1	Étaves-et-Bocquiaux		
02			300	A06-12-1973	27-12-1973	01-01-1974	01-01-1974	33					02738						0	Fargniers		
02	1	22	307	A04-03-1960	16-04-1960	01-04-1960	01-04-1960	32			1	1	02692						3	Ferté-Milon		
02	5	23	308	A13-04-1972	06-05-1972	01-05-1972	01-05-1972	11											0	Fesmy-le-Sart	0	Fesmy
02	5	23	308	A13-04-1972	06-05-1972	01-05-1972	01-05-1972	32			1	1	02700						0	Fesmy-le-Sart		
02			314	A01-10-1965	19-12-1965	01-01-1966	01-01-1966	31					02361						0	Flavigny-le-Petit		
02	3	39	319	D22-03-2011	24-03-2011	25-03-2011	25-03-2011	10											0	Fonsomme	0	Fonsommes
02	5	34	321	D12-10-1956	18-10-1956	19-10-1956	19-10-1956	10											0	Fontaine-lès-Vervins	0	Fontaine
02	1	15	332	D20-02-1956	23-02-1956	24-02-1956	24-02-1956	10											0	Fresnes-en-Tardenois	0	Fresnes
02	2	11	333					10											0	Fresnes	0	Fresnes-sous-Coucy
02	5	16	361	A01-10-1965	19-12-1965	01-01-1966	01-01-1966	32			1	1	02314						0	Guise		
02			365	A20-02-1965	05-03-1965	25-02-1965	25-02-1965	31					02124						1	Hamégicourt		
02	3	06	374	D16-11-1998	18-11-1998	19-11-1998	19-11-1998	10											0	Lehaucourt	2	Haucourt
02			394	A24-02-1971	16-03-1971	25-02-1971	25-02-1971	31					02008						0	Jouy		
02	2	97	408	D13-02-1997	16-02-1997	17-02-1997	17-02-1997	60					02028	4	22				0	Laon		
02	2	97	408	D13-02-1997	16-02-1997	17-02-1997	17-02-1997	63					02028	0	13				0	Laon		
02	5	23	419	D03-10-2008	05-10-2008	06-10-2008	06-10-2008	10											0	Leschelle	0	Leschelles
02	2	11	423	D01-06-1956	07-06-1956	08-06-1956	08-06-1956	10											0	Leuilly-sous-Coucy	0	Leuilly
02	2	30	430	D10-03-1988	17-03-1988	18-03-1988	18-03-1988	10											0	Liesse-Notre-Dame	0	Liesse
02			436	A15-06-1971	16-07-1971	01-07-1971	01-07-1971	31					02140						0	Lombray		
02			437	A31-12-1970	10-02-1971	01-01-1971	01-01-1971	31					02757						0	Longchamps		
02	4	04	439	A07-12-1970	06-01-1971	01-01-1971	01-01-1971	11											0	Longueval-Barbonval	0	Longueval
02	4	04	439	A07-12-1970	06-01-1971	01-01-1971	01-01-1971	32			1	1	02045						0	Longueval-Barbonval		
02	4	04	479	A12-10-2009		01-11-2009	01-11-2009	61					02715	0	0				0	Merval		
02	1	08	524	D11-06-1979	14-06-1979	15-06-1979	15-06-1979	10											0	Mont-Saint-Père	0	Charmont-sur-Marne
02	1	08	524	A10-11-1977	07-12-1977	01-01-1978	01-01-1978	23					02166						0	Charmont-sur-Marne		
02	1	08	524	A06-09-1974	03-10-1974	01-10-1974	01-10-1974	11											0	Charmont-sur-Marne	0	Mont-Saint-Père
02	1	08	524	A06-09-1974	03-10-1974	01-10-1974	01-10-1974	34			1	1	02166						0	Charmont-sur-Marne		
02	5	23	558	D20-02-1956	23-02-1956	24-02-1956	24-02-1956	10											2	Nouvion-en-Thiérache	2	Nouvion
02	2	13	559	A30-11-1978	20-12-1978	01-01-1979	01-01-1979	32			1	1	02611						0	Nouvion-et-Catillon		
02	5	17	574	D23-08-1956	28-08-1956	29-08-1956	29-08-1956	10											1	Origny-en-Thiérache	1	Origny
02	4	24	580	A29-12-1976	21-01-1977	31-12-1976	31-12-1976	32			1	1	02247						1	Oulchy-le-Château		
02			603	A28-06-1971	16-07-1971	01-07-1971	01-07-1971	31					02810						0	Pisseleux		
02			611	A30-11-1978	20-12-1978	01-01-1979	01-01-1979	31					02559						0	Pont-à-Bucy		
02	5	16	624	D02-03-1962	07-03-1962	08-03-1962	08-03-1962	10											0	Proisy	0	Proizy
02	4	36	628	D13-05-1947	15-05-1947	16-05-1947	16-05-1947	10											0	Puiseux-en-Retz	0	Puiseux
02			630	A05-11-1991	27-01-1992	01-01-1992	01-01-1992	33					02738						0	Quessy		
02	1	07	653	D17-12-1958	18-12-1958	19-12-1958	19-12-1958	10											0	Romeny-sur-Marne	0	Romeny
02	4	24	665					10											0	Grand-Rozoy	0	Rozoy-Grand
02			692	A04-03-1960	16-04-1960	01-04-1960	01-04-1960	31					02307						0	Saint-Quentin-sur-Allan		
02			700	A13-04-1972	06-05-1972	01-05-1972	01-05-1972	31					02308						2	Sart		
02	3	03	703	A18-02-2000		01-03-2000	01-03-2000	62					02293	31	1				0	Seboncourt		
02	4	04	715	A12-10-2009		01-11-2009	01-11-2009	63					02479	0	0				0	Serval		
02	2	42	738	A05-11-1991	27-01-1992	01-01-1992	01-01-1992	34			1	1	02630						0	Tergnier		
02	2	42	738	A06-12-1973	27-12-1973	01-01-1974	01-01-1974	34			2	1	02300						0	Tergnier		
02	2	42	738	A06-12-1973	27-12-1973	01-01-1974	01-01-1974	34			2	2	02825						0	Tergnier		
02	1	10	748	D30-04-1966	06-05-1966	07-05-1966	07-05-1966	10											0	Trélou-sur-Marne	0	Tréloup
02	5	16	757	A31-12-1970	10-02-1971	01-01-1971	01-01-1971	11											0	Vadencourt	0	Vadencourt-et-Bohéries
02	5	16	757	A31-12-1970	10-02-1971	01-01-1971	01-01-1971	32			1	1	02437						0	Vadencourt		
02	4	32	758	D01-06-1956	07-06-1956	08-06-1956	08-06-1956	10											0	Vailly-sur-Aisne	0	Vailly
02	5	34	759	D19-06-1961	21-06-1961	22-06-1961	22-06-1961	10											3	Vallée-au-Blé	3	Vallée-aux-Bleds
02	4	31	767	I08-08-1996		01-01-1996	01-01-1996	10											0	Vauxrezis	0	Vauxreziz
02	4	31	767	I30-11-1995		01-01-1996	01-01-1996	10											0	Vauxreziz	0	Vaurezis
02	1	07	777	D22-11-2013	24-11-2013	25-11-2013	25-11-2013	63					02147	0	7				0	Vendières		
02	1	07	777	D22-11-2013	24-11-2013	25-11-2013	25-11-2013	61					02147	0	6				0	Vendières		
02	5	37	783					10											0	Grand-Verly	0	Verly-Grand
02	5	37	784					10											0	Petit-Verly	0	Verly-Petit
02	4	36	810	A28-06-1971	16-07-1971	01-07-1971	01-07-1971	32			1	1	02603						0	Villers-Cotterêts		
02	1	07	818	D09-04-1970	12-04-1970	13-04-1970	13-04-1970	10											0	Villiers-Saint-Denis	0	Villiers-sur-Marne
02			825	A06-12-1973	27-12-1973	01-01-1974	01-01-1974	33					02738						0	Vouël		
03	1	09	022	A10-07-1998		01-08-1998	01-08-1998	61					03075	0	11				0	Bellenaves		
03	1	09	022	A10-07-1998		01-08-1998	01-08-1998	63					03075	0	12				0	Bellenaves		
03	2	25	025	D01-08-1955	09-08-1955	10-08-1955	10-08-1955	10											0	Bessay-sur-Allier	0	Bessay
03	2	26	038	D19-08-1961	25-08-1961	26-08-1961	26-08-1961	10											0	Bransat	0	Branssat
03	1	20	052	A23-05-1996		01-06-1996	01-06-1996	61					03159	0	0				0	Chamblet		
03	2	03	075	A10-07-1998		01-08-1998	01-08-1998	61					03022	0	12				0	Chezelle		
03	2	03	075	A10-07-1998		01-08-1998	01-08-1998	63					03022	0	11				0	Chezelle		
03	3	06	094	A12-06-2003		01-07-2003	01-07-2003	61					03095	0	0				0	Creuzier-le-Vieux		
03	3	06	094	A12-06-2003		01-07-2003	01-07-2003	63					03095	0	0				0	Creuzier-le-Vieux		
03	3	96	095	A12-06-2003		01-07-2003	01-07-2003	61					03094	0	0				0	Cusset		
03	3	96	095	A12-06-2003		01-07-2003	01-07-2003	63					03094	0	0				0	Cusset		
03	2	03	096	D12-01-1955	15-01-1955	16-01-1955	16-01-1955	10											0	Deneuille-lès-Chantelle	0	Deneuille
03	3	14	132	D14-11-1967	19-11-1967	20-11-1967	20-11-1967	10											0	Jaligny-sur-Besbre	0	Jaligny
03	2	26	134	D23-11-1967	02-12-1967	03-12-1967	03-12-1967	10											0	Laféline	0	Lafeline
