DEP	AR	CT	COM	LEG	JO	EFF	DTR	MOD	C-LOFF	C-LANC	NBCOM	RANGCOM	COMECH	POPECH	SUECH	DEPANC	ARRANC	CTANC	TNCCOFF	NCCOFF	TNCCANC	NCCANC
77	5	39	337	D28-04-1994	29-04-1994	30-04-1994	30-04-1994	52	77468	77337									0	Noisiel		
77	3	26	345	A12-12-2005		01-01-2006	01-01-2006	42									771		1	Orly-sur-Morin		
77			346	A15-12-1972A14-02-1973	01-02-197308-03-1973	01-01-1973	01-01-1973	33					77264						1	Ormeaux		
77			351	A31-10-1972	18-02-1973	01-01-1973	01-01-1973	33					77010						1	Ozouer-le-Repos		
77	2	28	352	A02-11-1981	29-12-1981	01-01-1982	01-01-1982	12											1	Ozouer-le-Voulgis	0	Ozouer-Courquetaine
77	2	28	352	A02-11-1981	29-12-1981	01-01-1982	01-01-1982	23					77136						1	Ozouer-le-Voulgis		
77	2	28	352	A15-12-1972	01-02-1973	01-01-1973	01-01-1973	11											0	Ozouer-Courquetaine	0	Ozouer-le-Voulgis
77	2	28	352	A15-12-1972	01-02-1973	01-01-1973	01-01-1973	34			1	1	77136						0	Ozouer-Courquetaine		
77	3	27	360	A12-12-2005		01-01-2006	01-01-2006	42									772		0	Pézarches		
77			362	A10-06-1949	07-07-1949	08-07-1949	08-07-1949	30			2	1	77066						0	Pierrelez		
77			362	A10-06-1949	07-07-1949	08-07-1949	08-07-1949	30			2	2	77444						0	Pierrelez		
77	3	27	365	A12-12-2005		01-01-2006	01-01-2006	42									772		2	Plessis-Feu-Aussoux		
77	1	17	369	A02-04-2001		01-05-2001	01-05-2001	61					77284	0	15				0	Poincy		
77			375	A15-12-1972	01-02-1973	01-01-1973	01-01-1973	33					77261						0	Préaux		
77	3	26	385	A12-12-2005		01-01-2006	01-01-2006	42									771		0	Rebais		
77	2	19	389	D03-07-1998	10-07-1998	01-08-1998	01-08-1998	61					77152	0	1				3	Rochette		
77	5	33	390	D21-06-1988	24-06-1988	25-06-1988	25-06-1988	10											0	Roissy-en-Brie	0	Roissy
77	3	27	393	A12-12-2005		01-01-2006	01-01-2006	42									772		0	Rozay-en-Brie		
77	3	26	398	A12-12-2005		01-01-2006	01-01-2006	42									771		0	Sablonnières		
77	3	26	405	A12-12-2005		01-01-2006	01-01-2006	42									771		0	Saint-Cyr-sur-Morin		
77	3	26	406	A12-12-2005		01-01-2006	01-01-2006	42									771		0	Saint-Denis-lès-Rebais		
77	2	32	407	D19-08-1961	25-08-1961	26-08-1961	26-08-1961	10											0	Saint-Fargeau-Ponthierry	0	Saint-Fargeau
77	3	26	411	A12-12-2005		01-01-2006	01-01-2006	42									771		0	Saint-Germain-sous-Doue		
77	3	23	416	D03-08-1946	06-08-1946	07-08-1946	07-08-1946	10											0	Saint-Just-en-Brie	0	Saint-Just
77	3	26	417	A12-12-2005		01-01-2006	01-01-2006	42									771		0	Saint-Léger		
77	3	11	421	D17-04-1974	24-04-1974	01-05-1974	01-05-1974	11											0	Saint-Mars-Vieux-Maisons	0	Saint-Mars-en-Brie
77	3	11	421	D17-04-1974	24-04-1974	01-05-1974	01-05-1974	34			1	1	77497						0	Saint-Mars-Vieux-Maisons		
77			422	A30-12-1977		01-01-1978	01-01-1978	35					77026						0	Saint-Martin-Chennetron		
77			422	A15-12-1972	01-02-1973	01-01-1973	01-01-1973	33					77026						0	Saint-Martin-Chennetron		
77	2	22	428	D18-10-1950	21-10-1950	22-10-1950	22-10-1950	10											0	Saint-Ouen-en-Brie	0	Saint-Ouen
77	3	26	429	A12-12-2005		01-01-2006	01-01-2006	42									771		0	Saint-Ouen-sur-Morin		
77	3	29	444	A10-06-1949	07-07-1949	08-07-1949	08-07-1949	39					77362						0	Sancy-lès-Provins		
77	5	43	449	A25-07-2000		01-08-2000	01-08-2000	61					77111	0	2				0	Serris		
77	5	43	449	A25-07-2000		01-08-2000	01-08-2000	63					77111	0	2				0	Serris		
77	3	27	466	A12-12-2005		01-01-2006	01-01-2006	42									772		0	Tigeaux		
77	5	35	468	D28-04-1994	29-04-1994	30-04-1994	30-04-1994	52	77468	77337									0	Torcy		
77	3	27	469	A12-12-2005		01-01-2006	01-01-2006	42									772		0	Touquin		
77	3	26	472	A12-12-2005		01-01-2006	01-01-2006	42									771		3	Trétoire		
77	1	15	476	D30-09-1958	02-10-1958	03-10-1958	03-10-1958	10											0	Trocy-en-Multien	0	Trocy
77	3	27	486	A12-12-2005		01-01-2006	01-01-2006	42									772		0	Vaudoy-en-Brie		
77			488	A03-09-1964	14-10-1964	15-10-1964	15-10-1964	31					77129						0	Vaux-sous-Coulombs		
77	3	26	492	A12-12-2005		01-01-2006	01-01-2006	42									771		0	Verdelot		
77	4	21	494	A25-01-1977		01-02-1977	01-02-1977	36					77064						0	Vernou-la-Celle-sur-Seine		
77	4	21	494	A31-12-1971	14-04-1972	01-01-1972	01-01-1972	11											0	Vernou-la-Celle-sur-Seine	0	Vernou-sur-Seine
77	4	21	494	A31-12-1971	14-04-1972	01-01-1972	01-01-1972	34			1	1	77064						0	Vernou-la-Celle-sur-Seine		
77	2	42	495	A05-06-2003A17-11-2003		01-07-2003	01-07-2003	61					77067	0	0				0	Vert-Saint-Denis		
77			497	D17-04-1974	24-04-1974	01-05-1974	01-05-1974	33					77421						0	Vieux-Maisons		
77			499	A31-12-1971	13-02-1972	14-02-1972	14-02-1972	33					77031						0	Vilbert		
77			502	A27-12-1972	01-02-1973	01-01-1973	01-01-1973	33					77020						0	Villegagnon		
77			503	A27-02-1973	03-04-1973	01-03-1973	01-03-1973	33					77262						0	Villegruis		
77	3	27	508	A12-12-2005		01-01-2006	01-01-2006	42									772		0	Villeneuve-le-Comte		
77	3	27	510	A12-12-2005		01-01-2006	01-01-2006	42									772		0	Villeneuve-Saint-Denis		
77	3	26	512	A12-12-2005		01-01-2006	01-01-2006	42									771		0	Villeneuve-sur-Bellot		
77	3	27	527	A12-12-2005		01-01-2006	01-01-2006	42									772		0	Voinsles		
78	4	29	143	D21-11-1969	28-11-1969	29-11-1969	29-11-1969	41								91143			0	Châteaufort		
78	2	19	164	D25-07-1961	29-07-1961	30-07-1961	30-07-1961	10											0	Clairefontaine-en-Yvelines	0	Clairefontaine
78			187	A24-01-1979		01-03-1979	01-03-1979	35					78506						0	Craches		
78			187	A19-07-1972	03-08-1972	01-08-1972	01-08-1972	33					78506						0	Craches		
78	2	05	193	A13-12-2004		01-01-2005	01-01-2005	36					78357						0	Dampierre-en-Yvelines		
78	2	05	193	A14-06-1974	30-06-1974	01-07-1974	01-07-1974	11											0	Dampierre-en-Yvelines	0	Dampierre
78	2	05	193	A14-06-1974	30-06-1974	01-07-1974	01-07-1974	34			1	1	78357						0	Dampierre-en-Yvelines		
78	1	10	202	A14-08-1981	06-10-1981	01-01-1982	01-01-1982	21					78246						0	Drocourt		
78	1	10	202	A22-12-1972	17-01-1973	01-01-1973	01-01-1973	33					78246						0	Drocourt		
78	1	10	239	D03-05-1949	11-05-1949	12-05-1949	12-05-1949	10											0	Follainville-Dennemont	0	Follainville
78	1	10	246	A14-08-1981	06-10-1981	01-01-1982	01-01-1982	23					78202						0	Fontenay-Saint-Père		
78	1	10	246	A22-12-1972	17-01-1973	01-01-1973	01-01-1973	34			1	1	78202						0	Fontenay-Saint-Père		
78	1	14	261	D27-09-1977	04-10-197703-03-1978	05-10-1977	05-10-1977	10											0	Gaillon-sur-Montcient	0	Gaillon
78	2	15	262	A13-04-2006		01-05-2006	01-05-2006	62					78389	17	1				0	Galluis		
78	1	10	329	D22-12-1997	24-12-1997	25-12-1997	25-12-1997	10											0	Lainville-en-Vexin	0	Lainville
78	2	05	334	D28-07-1943	11-08-1943	12-08-1943	12-08-1943	10											0	Lévis-Saint-Nom	0	Lévy-Saint-Nom
78	1	02	337	D14-03-1967	19-03-1967	20-03-1967	20-03-1967	10											0	Limetz-Villez	0	Limetz
78			357	A13-12-2004		01-01-2005	01-01-2005	35					78193						0	Maincourt-sur-Yvette		
78			357	A14-06-1974	30-06-1974	01-07-1974	01-07-1974	33					78193						0	Maincourt-sur-Yvette		
78	1	12	361	D30-04-1953	06-05-1953	07-05-1953	07-05-1953	10											0	Mantes-la-Jolie	0	Mantes-Gassicourt
78	1	08	381	A31-03-1964	26-04-1964	27-04-1964	27-04-1964	32			1	1	78614						0	Maulette		
78	2	15	389	A13-04-2006		01-05-2006	01-05-2006	60					78262	17	1				0	Méré		
78	1	14	401	D08-07-2010	10-07-2010	11-07-2010	11-07-2010	10											0	Meulan-en-Yvelines	0	Meulan
78	1	14	403	D07-07-1971	16-07-1971	17-07-1971	17-07-1971	10											0	Mézy-sur-Seine	0	Mézy
78	2	18	486	D01-08-1948	15-08-1948	16-08-1948	16-08-1948	10											2	Perray-en-Yvelines	2	Perray
78	2	18	497	D25-02-1947	26-02-1947	27-02-1947	27-02-1947	10											0	Poigny-la-Forêt	0	Poigny
78	2	19	506	A24-01-1979		01-03-1979	01-03-1979	10											0	Prunay-en-Yvelines	0	Prunay-sous-Ablis
78	2	19	506	A24-01-1979		01-03-1979	01-03-1979	36					78187						0	Prunay-en-Yvelines		
78	2	19	506	A19-07-1972	03-08-1972	01-08-1972	01-08-1972	34			1	1	78187						0	Prunay-sous-Ablis		
78			614	A31-03-1964	26-04-1964	27-04-1964	27-04-1964	31					78381						0	Thionville-sur-Opton		
78	4	38	615	D18-10-1952	22-10-1952	23-10-1952	23-10-1952	10											0	Thiverval-Grignon	0	Thiverval
78	4	29	620	D21-11-1969	28-11-1969	29-11-1969	29-11-1969	41								91620			0	Toussus-le-Noble		
79	3	01	005	A10-10-1984	24-11-1984	01-01-1985	01-01-1985	23					79047						1	Airvault		
79	3	01	005	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			3	1	79041						1	Airvault		
79	3	01	005	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			3	2	79047						1	Airvault		
79	3	01	005	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			3	3	79317						1	Airvault		
79	1	02	013	A08-06-2006	01-08-2006	01-09-2006	01-09-2006	11											1	Argenton-les-Vallées	1	Argenton-Château
79	1	02	013	A08-06-2006	01-08-2006	01-09-2006	01-09-2006	32			2	1	79037						1	Argenton-les-Vallées		
79	1	02	013	A08-06-2006	01-08-2006	01-09-2006	01-09-2006	32			2	2	79305						1	Argenton-les-Vallées		
79	1	97	014	A15-12-1972	07-02-1973	01-01-1973	01-01-1973	34			1	1	79026						1	Argenton-l'Église		
79	3	24	016	A19-01-1973	20-02-1973	01-02-1973	01-02-1973	11											1	Assais-les-Jumeaux	1	Assais
79	3	24	016	A19-01-1973	20-02-1973	01-02-1973	01-02-1973	34			1	1	79143						1	Assais-les-Jumeaux		
79			017	A30-12-1999	05-04-2000	11-03-2001	11-03-2001	31					79195						4	Aubiers		
79			021	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79090						1	Availles-sur-Chizé		
79			026	A15-12-1972	07-02-1973	01-01-1973	01-01-1973	33					79014						0	Bagneux		
79			028	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79049						0	Beaulieu-sous-Bressuire		
79	2	06	030	A21-11-2012	17-08-2013	01-01-2013	01-01-2013	11											0	Beaussais-Vitré	0	Beaussais
79	2	06	030	A21-11-2012	17-08-2013	01-01-2013	01-01-2013	34			1	1	79353						0	Beaussais-Vitré		
79	2	03	031	A16-06-2009		01-07-2009	01-07-2009	36					79097						0	Beauvoir-sur-Niort		
79	2	03	031	A05-12-2003		01-01-2004	01-01-2004	36					79227						0	Beauvoir-sur-Niort		
79	2	03	031	A26-12-1972A02-02-1973	07-02-197325-02-1973	01-01-1973	01-01-1973	34			2	1	79097						0	Beauvoir-sur-Niort		
79	2	03	031	A26-12-1972A02-02-1973	07-02-197325-02-1973	01-01-1973	01-01-1973	34			2	2	79227						0	Beauvoir-sur-Niort		
79			036	A04-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79196						0	Bilazais		
79			037	A08-06-2006	01-08-2006	01-09-2006	01-09-2006	31					79013						0	Boësse		
79	1	04	038	A27-01-1983	05-05-1983	15-02-1983	15-02-1983	21					79049						0	Boismé		
79	1	04	038	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79049						0	Boismé		
79			041	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79005						0	Borcq-sur-Airvault		
79	3	01	047	A10-10-1984	24-11-1984	01-01-1985	01-01-1985	21					79005						0	Boussais		
79	3	01	047	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79005						0	Boussais		
79	2	25	048	D17-09-1965	22-09-1965	23-09-1965	23-09-1965	11											3	Crèche	0	Breloux-la-Crèche
79	2	25	048	D17-09-1965	22-09-1965	23-09-1965	23-09-1965	32			1	1	79082						3	Crèche		
79	1	04	049	A27-01-1983	05-05-1983	15-02-1983	15-02-1983	23					79038						0	Bressuire		
79	1	04	049	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			9	1	79028						0	Bressuire		
79	1	04	049	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			9	2	79038						0	Bressuire		
79	1	04	049	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			9	3	79052						0	Bressuire		
79	1	04	049	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			9	4	79065						0	Bressuire		
79	1	04	049	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			9	5	79093						0	Bressuire		
79	1	04	049	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			9	6	79192						0	Bressuire		
79	1	04	049	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			9	7	79193						0	Bressuire		
79	1	04	049	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			9	8	79296						0	Bressuire		
79	1	04	049	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			9	9	79324						0	Bressuire		
79	1	04	049	A03-10-1964	11-12-1964	10-10-1964	10-10-1964	32			1	1	79291						0	Bressuire		
79			052	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79049						0	Breuil-Chaussée		
79	1	31	054	A11-02-1983	05-05-1983	14-02-1983	14-02-1983	21					79196						0	Brie		
79	1	31	054	A04-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79196						0	Brie		
79	1	32	056	A18-01-1983	05-05-1983	15-02-1983	15-02-1983	21					79277						0	Brion-près-Thouet		
79	1	32	056	A04-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79277						0	Brion-près-Thouet		
79	2	06	061	A10-11-1972	20-12-1972	01-01-1973	01-01-1973	34			2	1	79181						0	Celles-sur-Belle		
79	2	06	061	A10-11-1972	20-12-1972	01-01-1973	01-01-1973	34			2	2	79344						0	Celles-sur-Belle		
79	1	02	063	A18-12-1972	01-02-1973	01-01-1973	01-01-1973	34			1	1	79288						0	Cersay		
79			065	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79049						0	Chambroutet		
79	2	08	066	A19-12-1972	07-02-1973	01-01-1973	01-01-1973	11											0	Champdeniers-Saint-Denis	0	Champdeniers
79	2	08	066	A19-12-1972	07-02-1973	01-01-1973	01-01-1973	32			1	1	79245						0	Champdeniers-Saint-Denis		
79	2	08	066	A19-12-1972	07-02-1973	01-01-1973	01-01-1973	34			1	1	79067						0	Champdeniers-Saint-Denis		
79			067	A19-12-1972	07-02-1973	01-01-1973	01-01-1973	33					79066						0	Champeaux		
79			073	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	33					79079						3	Chapelle-Largeau		
79	2	03	078	A28-02-1972	18-02-1973	01-03-1972	01-03-1972	11											0	Prissé-la-Charrière	0	Charrière
79	2	03	078	A28-02-1972	18-02-1973	01-03-1972	01-03-1972	32			1	1	79221						0	Prissé-la-Charrière		
79	1	09	079	A16-12-1991	26-02-1992	01-01-1992	01-01-1992	23					79235						0	Mauléon		
79	1	09	079	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	34			7	1	79073						0	Mauléon		
79	1	09	079	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	34			7	2	79155						0	Mauléon		
79	1	09	079	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	34			7	3	79186						0	Mauléon		
79	1	09	079	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	34			7	4	79233						0	Mauléon		
79	1	09	079	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	34			7	5	79235						0	Mauléon		
79	1	09	079	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	34			7	6	79237						0	Mauléon		
79	1	09	079	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	34			7	7	79323						0	Mauléon		
79	1	09	079	A06-01-1965	21-02-1965	15-02-1965	15-02-1965	11											0	Mauléon	0	Châtillon-sur-Sèvre
79	1	09	079	A06-01-1965	21-02-1965	15-02-1965	15-02-1965	32			1	1	79262						0	Mauléon		
79			082	D17-09-1965	22-09-1965	23-09-1965	23-09-1965	31					79048						0	Chavagné		
79	2	05	090	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			1	1	79021						0	Chizé		
79	1	07	091	D10-04-2002	13-04-2002	14-04-2002	14-04-2002	10											0	Cirières	0	Cirière
79			093	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79049						0	Clazay		
79	2	28	095	D30-09-1958	04-10-1958	05-10-1958	05-10-1958	10											0	Clussais-la-Pommeraie	0	Clussais
79			097	A16-06-2009		01-07-2009	01-07-2009	35					79031						2	Cormenier		
79			097	A26-12-1972A02-02-1973	07-02-197325-02-1973	01-01-1973	01-01-1973	33					79031						2	Cormenier		
79			097	D19-08-1961	25-08-1961	26-08-1961	26-08-1961	10											2	Cormenier	0	Cormenier
79	2	21	100	A01-12-1980	11-02-1981	01-01-1981	01-01-1981	12											0	Coulon	0	Coulon-Sansais
79	2	21	100	A01-12-1980	11-02-1981	01-01-1981	01-01-1981	23					79304						0	Coulon		
79	2	21	100	A26-02-1973	03-04-1973	01-03-1973	01-03-1973	11											0	Coulon-Sansais	0	Coulon
79	2	21	100	A26-02-1973	03-04-1973	01-03-1973	01-03-1973	34			1	1	79304						0	Coulon-Sansais		
79			110	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	31					79264						5	Enclave-de-la-Martinière		
79	2	10	122	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	11											0	Fontenille-Saint-Martin-d'Entraigues	0	Fontenille
79	2	10	122	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			1	1	79275						0	Fontenille-Saint-Martin-d'Entraigues		
79	1	07	123	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	34			3	1	79182						3	Forêt-sur-Sèvre		
79	1	07	123	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	34			3	2	79232						3	Forêt-sur-Sèvre		
79	1	07	123	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	34			3	3	79272						3	Forêt-sur-Sèvre		
79	2	08	133	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	11											0	Germond-Rouvre	0	Germond
79	2	08	133	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	32			1	1	79234						0	Germond-Rouvre		
79	2	10	136	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	11											0	Gournay-Loizé	0	Gournay
79	2	10	136	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	34			1	1	79151						0	Gournay-Loizé		
79	2	03	137	A17-12-1993		01-01-1994	01-01-1994	36					79138						0	Granzay-Gript		
79	2	03	137	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	11											0	Granzay-Gript	0	Granzay
79	2	03	137	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	34			1	1	79138						0	Granzay-Gript		
79			138	A17-12-1993		01-01-1994	01-01-1994	35					79137						0	Gript		
79			138	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	33					79137						0	Gript		
79			143	A19-01-1973	20-02-1973	01-02-1973	01-02-1973	33					79016						4	Jumeaux		
79			146	A29-12-1973	19-02-1974	01-01-1974	01-01-1974	31					79268						0	Lamairé		
79			151	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	33					79136						0	Loizé		
79			155	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	33					79079						0	Loublande		
79			169	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79321						0	Maulais		
79	2	14	170	A30-10-1970	15-12-1970	01-01-1971	01-01-1971	32			1	1	79206						0	Mauzé-sur-le-Mignon		
79	1	32	171	A19-12-1972	01-02-1973	01-01-1973	01-01-1973	34			1	1	79228						0	Mauzé-Thouarsais		
79			181	A10-11-1972	20-12-1972	01-01-1973	01-01-1973	33					79061						0	Montigné		
79			182	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	33					79123						0	Montigny		
79			186	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	33					79079						0	Moulins		
79	2	98	191	A25-11-1971	11-12-1971	01-01-1972	01-01-1972	32			1	1	79266						0	Niort		
79	2	98	191	A31-12-1968	12-02-1969	01-01-1969	01-01-1969	32			1	1	79248						0	Niort		
79	2	98	191	A07-04-1965	25-05-1965	16-04-1965	16-04-1965	32			1	1	79287						0	Niort		
79	2	98	191	A19-06-1964	29-08-1964	21-06-1964	21-06-1964	32			1	1	79315						0	Niort		
79			192	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79049						0	Noirlieu		
79			193	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79049						0	Noirterre		
79			194	A04-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79196						0	Noizé		
79	1	09	195	A30-12-1999	05-04-2000	11-03-2001	11-03-2001	11											0	Nueil-les-Aubiers	0	Nueil-sur-Argent
79	1	09	195	A30-12-1999	05-04-2000	11-03-2001	11-03-2001	32			1	1	79017						0	Nueil-les-Aubiers		
79	1	09	195	D05-03-1964	10-03-1964	11-03-1964	11-03-1964	10											0	Nueil-sur-Argent	0	Nueil-sous-les-Aubiers
79	1	31	196	A11-02-1983	05-05-1983	14-02-1983	14-02-1983	23					79054						1	Oiron		
79	1	31	196	A04-12-1972	11-01-1973	01-01-1973	01-01-1973	34			3	1	79036						1	Oiron		
79	1	31	196	A04-12-1972	11-01-1973	01-01-1973	01-01-1973	34			3	2	79054						1	Oiron		
79	1	31	196	A04-12-1972	11-01-1973	01-01-1973	01-01-1973	34			3	3	79194						1	Oiron		
79			206	A30-10-1970	15-12-1970	01-01-1971	01-01-1971	31					79170						0	Petit-Breuil-Deyrançon		
79			221	A28-02-1972	18-02-1973	01-03-1972	01-03-1972	31					79078						0	Prissé		
79			224	D26-07-1973D18-08-1973	02-08-197328-08-1973	03-08-1973	03-08-1973	33					49099						2	Puy-Saint-Bonnet		
79			227	A05-12-2003		01-01-2004	01-01-2004	35					79031						3	Revêtizon		
79			227	A26-12-1972A02-02-1973	07-02-197325-02-1973	01-01-1973	01-01-1973	33					79031						3	Revêtizon		
79			228	A19-12-1972	01-02-1973	01-01-1973	01-01-1973	33					79171						0	Rigné		
79			232	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	33					79123						3	Ronde		
79			233	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	33					79079						0	Rorthais		
79			234	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	31					79133						0	Rouvre		
79	1	09	235	A16-12-1991	26-02-1992	01-01-1992	01-01-1992	21					79079						0	Saint-Amand-sur-Sèvre		
79	1	09	235	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	33					79079						0	Saint-Amand-sur-Sèvre		
79			237	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	33					79079						0	Saint-Aubin-de-Baubigné		
79	1	02	242	A14-09-2012	24-11-2012	01-01-2013	01-01-2013	11											0	Voulmentin	0	Saint-Clémentin
79	1	02	242	A14-09-2012	24-11-2012	01-01-2013	01-01-2013	34			1	1	79356						0	Voulmentin		
79			245	A19-12-1972	07-02-1973	01-01-1973	01-01-1973	31					79066						0	Saint-Denis		
79			248	A31-12-1968	12-02-1969	01-01-1969	01-01-1969	31					79191						0	Saint-Florent		
79			262	A06-01-1965	21-02-1965	15-02-1965	15-02-1965	31					79079						0	Saint-Jouin-sous-Châtillon		
79	2	16	264	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	11											0	Saint-Léger-de-la-Martinière	0	Saint-Léger-lès-Melle
79	2	16	264	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	32			1	1	79110						0	Saint-Léger-de-la-Martinière		
79			266	A25-11-1971	11-12-1971	01-01-1972	01-01-1972	31					79191						0	Saint-Liguaire		
79	3	24	268	A29-12-1973	19-02-1974	01-01-1974	01-01-1974	11											0	Saint-Loup-Lamairé	0	Saint-Loup-sur-Thouet
79	3	24	268	A29-12-1973	19-02-1974	01-01-1974	01-01-1974	32			1	1	79146						0	Saint-Loup-Lamairé		
79			272	A26-12-1972	07-02-1973	01-01-1973	01-01-1973	33					79123						0	Saint-Marsault		
79	1	31	274	A16-12-2009		01-01-2012	01-01-2012	61					79331	0	3				0	Saint-Martin-de-Mâcon		
79	1	31	274	A16-12-2009		01-01-2012	01-01-2012	63					79331	0	6				0	Saint-Martin-de-Mâcon		
79			275	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79122						0	Saint-Martin-d'Entraigues		
79	1	32	277	A18-01-1983	05-05-1983	15-02-1983	15-02-1983	23					79056						0	Saint-Martin-de-Sanzay		
79	1	32	277	A04-12-1972	11-01-1973	01-01-1973	01-01-1973	34			1	1	79056						0	Saint-Martin-de-Sanzay		
79			287	A07-04-1965	25-05-1965	16-04-1965	16-04-1965	31					79191						0	Sainte-Pezenne		
79			288	A18-12-1972	01-02-1973	01-01-1973	01-01-1973	33					79063						0	Saint-Pierre-à-Champ		
79			291	A03-10-1964	11-12-1964	10-10-1964	10-10-1964	31					79049						0	Saint-Porchaire		
79			296	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79049						0	Saint-Sauveur		
79	2	12	304	A01-12-1980	11-02-1981	01-01-1981	01-01-1981	21					79100						0	Sansais		
79	2	12	304	A26-02-1973	03-04-1973	01-03-1973	01-03-1973	33					79100						0	Sansais		
79			305	A08-06-2006	01-08-2006	01-09-2006	01-09-2006	31					79013						0	Sanzay		
79			315	A19-06-1964	29-08-1964	21-06-1964	21-06-1964	31					79191						0	Souché		
79			317	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79005						0	Soulièvres		
79	1	31	321	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			1	1	79169						0	Taizé		
79			323	A21-11-1972	20-12-1972	01-01-1973	01-01-1973	33					79079						2	Temple		
79			324	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					79049						0	Terves		
79	2	03	328	D01-02-2001	03-02-2001	04-02-2001	04-02-2001	10											0	Thorigny-sur-le-Mignon	0	Thorigny
79	1	31	331	A16-12-2009		01-01-2012	01-01-2012	61					79274	0	6				0	Tourtenay		
79	1	31	331	A16-12-2009		01-01-2012	01-01-2012	63					79274	0	3				0	Tourtenay		
79	2	12	337	D21-12-1999	28-12-1999	29-12-1999	29-12-1999	10											2	Vanneau-Irleau	2	Vanneau
79			344	A10-11-1972	20-12-1972	01-01-1973	01-01-1973	33					79061						0	Verrines-sous-Celles		
79			344	D19-08-1961	25-08-1961	26-08-1961	26-08-1961	10											0	Verrines-sous-Celles	0	Verrines
79			353	A21-11-2012	17-08-2013	01-01-2013	01-01-2013	33					79030						0	Vitré		
79			356	A14-09-2012	24-11-2012	01-01-2013	01-01-2013	33					79242						0	Voultegon		
80	4	15	002	A23-04-1966	08-06-1966	01-07-1966	01-07-1966	11											1	Ablaincourt-Pressoir	1	Ablaincourt
